arquivo,palavra,ascii,par_id,escritor,semente,real,marca,onde,indice,medivel,fileiras_pauta,faixa_massa,faixa_massa_rel,faixa_densidade,tem_gemeo,diff_massa_acc,diff_massa_asc,diff_delta,diff_delta_rel,diff_acima_do_topo,e2_lido,e2_cer,e1_escore,e1_presente,categoria
esta-2d1080__acc__w32__s1.png,está,esta,esta-2d1080,32,1,False,agudo,acima,3,True,0,210,0.34653,0.10714,True,193,194,-1,-0.00174,0,,,-0.00174,,
filosofo-6185fc__acc__w32__s1.png,filósofo,filosofo,filosofo-6185fc,32,1,False,agudo,acima,3,True,0,8,0.0354,0.00702,True,1,39,-38,-0.14232,0,,,-0.14232,,
vies-abb582__acc__w32__s1.png,viés,vies,vies-abb582,32,1,False,agudo,acima,2,True,0,51,0.09222,0.0414,True,67,49,18,0.02736,0,,,0.02736,,
sera-615740__acc__w32__s1.png,será,sera,sera-615740,32,1,False,agudo,acima,3,True,0,1,0.00093,0.00123,True,0,14,-14,-0.01354,0,,,-0.01354,,
aqueles-f3aa73__acc__w32__s1.png,àqueles,aqueles,aqueles-f3aa73,32,1,False,grave,acima,0,True,0,17,0.05346,0.02415,True,0,21,-21,-0.0684,0,,,-0.0684,,
aquele-305a09__acc__w32__s1.png,àquele,aquele,aquele-305a09,32,1,False,grave,acima,0,True,0,39,0.1254,0.04498,True,39,29,10,0.03226,6,,,0.03226,,
aquela-5f0a77__acc__w32__s1.png,àquela,aquela,aquela-5f0a77,32,1,False,grave,acima,0,True,0,40,0.1278,0.04614,True,40,32,8,0.02703,0,,,0.02703,,
aquelas-cda0ac__acc__w32__s1.png,àquelas,aquelas,aquelas-cda0ac,32,1,False,grave,acima,0,True,0,5,0.01718,0.00758,True,5,5,0,0.0,0,,,0.0,,
epoque-f59620__acc__w32__s1.png,èpoque,epoque,epoque-f59620,32,1,False,grave,acima,0,True,0,101,0.29882,0.17657,True,101,100,1,0.00304,0,,,0.00304,,
importancia-39f2c4__acc__w32__s1.png,importância,importancia,importancia-39f2c4,32,1,False,circunflexo,acima,6,True,0,40,0.25974,0.03721,True,59,60,-1,-0.00588,0,,,-0.00588,,
negligencia-07e163__acc__w32__s1.png,negligência,negligencia,negligencia-07e163,32,1,False,circunflexo,acima,6,True,0,12,0.06316,0.01395,True,12,8,4,0.01747,0,,,0.01747,,
influencia-754992__acc__w32__s1.png,influência,influencia,influencia-754992,32,1,False,circunflexo,acima,5,True,0,10,0.04149,0.00855,True,14,29,-15,-0.05703,0,,,-0.05703,,
ineficiencia-65d1bb__acc__w32__s1.png,ineficiência,ineficiencia,ineficiencia-65d1bb,32,1,False,circunflexo,acima,7,True,0,39,0.16667,0.03523,True,34,46,-12,-0.04545,3,,,-0.04545,,
porque-90c5f0__acc__w32__s1.png,porquê,porque,porque-90c5f0,32,1,False,circunflexo,acima,5,True,0,73,0.37245,0.15336,True,49,54,-5,-0.01672,0,,,-0.01672,,
pode-9faff7__acc__w32__s1.png,pôde,pode,pode-9faff7,32,1,False,circunflexo,acima,1,True,0,4,0.01365,0.00405,True,11,7,4,0.0137,4,,,0.0137,,
depressao-2d26ca__acc__w32__s1.png,depressão,depressao,depressao-2d26ca,32,1,False,til,acima,7,True,0,11,0.04348,0.01122,True,7,9,-2,-0.00617,0,,,-0.00617,,
cidadaos-88079d__acc__w32__s1.png,cidadãos,cidadaos,cidadaos-88079d,32,1,False,til,acima,5,True,0,138,0.19274,0.07667,True,119,181,-62,-0.07809,0,,,-0.07809,,
questao-72d350__acc__w32__s1.png,questão,questao,questao-72d350,32,1,False,til,acima,5,True,0,50,0.17921,0.07092,True,48,43,5,0.01244,0,,,0.01244,,
exclusao-7a9dad__acc__w32__s1.png,exclusão,exclusao,exclusao-7a9dad,32,1,False,til,acima,6,True,0,89,0.14217,0.04564,True,34,25,9,0.01705,3,,,0.01705,,
regioes-ba061c__acc__w32__s1.png,regiões,regioes,regioes-ba061c,32,1,False,til,acima,4,True,0,22,0.09016,0.03333,True,14,15,-1,-0.00379,0,,,-0.00379,,
visao-ee76db__acc__w32__s1.png,visão,visao,visao-ee76db,32,1,False,til,acima,3,True,0,58,0.07296,0.02358,True,30,18,12,0.01309,22,,,0.01309,,
doencas-7ee44f__acc__w32__s1.png,doenças,doencas,doencas-7ee44f,32,1,False,cedilha,abaixo,4,True,0,2,0.00421,0.00667,True,2,14,-12,-0.02312,0,,,-0.02312,,
doenca-0cc034__acc__w32__s1.png,doença,doenca,doenca-0cc034,32,1,False,cedilha,abaixo,4,True,0,12,0.02655,0.02239,True,3,2,1,0.00231,0,,,0.00231,,
espaco-222fe5__acc__w32__s1.png,espaço,espaco,espaco-222fe5,32,1,False,cedilha,abaixo,4,True,0,36,0.06327,0.01604,True,0,0,0,0.0,0,,,0.0,,
preco-f110c7__acc__w32__s1.png,preço,preco,preco-f110c7,32,1,False,cedilha,abaixo,3,True,0,24,0.0424,0.01139,True,58,0,58,0.14112,58,,,0.14112,,
espacos-a321bd__acc__w32__s1.png,espaços,espacos,espacos-a321bd,32,1,False,cedilha,abaixo,4,True,0,22,0.04374,0.0117,True,0,0,0,0.0,0,,,0.0,,
presenca-d6581f__acc__w32__s1.png,presença,presenca,presenca-d6581f,32,1,False,cedilha,abaixo,6,True,0,15,0.04505,0.00794,True,5,23,-18,-0.04455,0,,,-0.04455,,
pais-8b83c1__acc__w424__s1.png,país,pais,pais-8b83c1,424,1,False,agudo,acima,2,True,0,61,0.17529,0.07673,True,184,103,81,0.18284,0,,,0.18284,,
individuos-2e50a2__acc__w424__s1.png,indivíduos,individuos,individuos-2e50a2,424,1,False,agudo,acima,5,True,0,10,0.05464,0.00618,True,10,2,8,0.0402,5,,,0.0402,,
esta-2d1080__acc__w424__s1.png,está,esta,esta-2d1080,424,1,False,agudo,acima,3,True,0,211,0.35462,0.11082,True,182,164,18,0.03232,0,,,0.03232,,
filosofo-6185fc__acc__w424__s1.png,filósofo,filosofo,filosofo-6185fc,424,1,False,agudo,acima,3,True,0,97,0.40756,0.07348,True,59,45,14,0.08696,22,,,0.08696,,
vies-abb582__acc__w424__s1.png,viés,vies,vies-abb582,424,1,False,agudo,acima,2,True,0,62,0.07159,0.05349,True,83,56,27,0.03766,0,,,0.03766,,
sera-615740__acc__w424__s1.png,será,sera,sera-615740,424,1,False,agudo,acima,3,True,0,26,0.02728,0.01485,True,73,33,40,0.04193,0,,,0.04193,,
aqueles-f3aa73__acc__w424__s1.png,àqueles,aqueles,aqueles-f3aa73,424,1,False,grave,acima,0,True,0,15,0.06224,0.02131,True,15,6,9,0.03488,4,,,0.03488,,
aquele-305a09__acc__w424__s1.png,àquele,aquele,aquele-305a09,424,1,False,grave,acima,0,True,0,42,0.19091,0.05966,True,42,44,-2,-0.00893,0,,,-0.00893,,
aquela-5f0a77__acc__w424__s1.png,àquela,aquela,aquela-5f0a77,424,1,False,grave,acima,0,True,0,41,0.1934,0.04496,True,41,53,-12,-0.05042,0,,,-0.05042,,
aquelas-cda0ac__acc__w424__s1.png,àquelas,aquelas,aquelas-cda0ac,424,1,False,grave,acima,0,True,0,6,0.02299,0.00852,True,6,5,1,0.00386,0,,,0.00386,,
epoque-f59620__acc__w424__s1.png,èpoque,epoque,epoque-f59620,424,1,False,grave,acima,0,True,0,87,0.27796,0.16731,True,109,102,7,0.02509,0,,,0.02509,,
importancia-39f2c4__acc__w424__s1.png,importância,importancia,importancia-39f2c4,424,1,False,circunflexo,acima,6,True,0,55,0.17742,0.04889,True,53,65,-12,-0.04096,0,,,-0.04096,,
negligencia-07e163__acc__w424__s1.png,negligência,negligencia,negligencia-07e163,424,1,False,circunflexo,acima,6,True,0,0,0.0,0.0,True,0,0,0,0.0,0,,,0.0,,
influencia-754992__acc__w424__s1.png,influência,influencia,influencia-754992,424,1,False,circunflexo,acima,5,True,0,17,0.05312,0.01369,True,29,47,-18,-0.05099,0,,,-0.05099,,
ineficiencia-65d1bb__acc__w424__s1.png,ineficiência,ineficiencia,ineficiencia-65d1bb,424,1,False,circunflexo,acima,7,True,0,28,0.10487,0.02627,True,28,30,-2,-0.00612,0,,,-0.00612,,
porque-90c5f0__acc__w424__s1.png,porquê,porque,porque-90c5f0,424,1,False,circunflexo,acima,5,True,0,23,0.12778,0.05215,True,16,20,-4,-0.01594,0,,,-0.01594,,
pode-9faff7__acc__w424__s1.png,pôde,pode,pode-9faff7,424,1,False,circunflexo,acima,1,True,0,30,0.1083,0.02885,True,30,38,-8,-0.0293,0,,,-0.0293,,
depressao-2d26ca__acc__w424__s1.png,depressão,depressao,depressao-2d26ca,424,1,False,til,acima,7,True,0,13,0.04407,0.01474,True,20,10,10,0.03185,2,,,0.03185,,
cidadaos-88079d__acc__w424__s1.png,cidadãos,cidadaos,cidadaos-88079d,424,1,False,til,acima,5,True,0,152,0.23065,0.08038,True,134,159,-25,-0.0303,3,,,-0.0303,,
questao-72d350__acc__w424__s1.png,questão,questao,questao-72d350,424,1,False,til,acima,5,True,0,69,0.20659,0.07263,True,61,68,-7,-0.01759,0,,,-0.01759,,
exclusao-7a9dad__acc__w424__s1.png,exclusão,exclusao,exclusao-7a9dad,424,1,False,til,acima,6,True,0,42,0.05924,0.02263,True,41,67,-26,-0.04498,0,,,-0.04498,,
regioes-ba061c__acc__w424__s1.png,regiões,regioes,regioes-ba061c,424,1,False,til,acima,4,True,0,7,0.02405,0.01224,True,2,7,-5,-0.01946,0,,,-0.01946,,
visao-ee76db__acc__w424__s1.png,visão,visao,visao-ee76db,424,1,False,til,acima,3,True,0,34,0.0448,0.01735,True,43,31,12,0.01172,3,,,0.01172,,
doencas-7ee44f__acc__w424__s1.png,doenças,doencas,doencas-7ee44f,424,1,False,cedilha,abaixo,4,True,0,0,0.0,0.0,True,0,1,-1,-0.0018,0,,,-0.0018,,
doenca-0cc034__acc__w424__s1.png,doença,doenca,doenca-0cc034,424,1,False,cedilha,abaixo,4,True,0,7,0.01211,0.01306,True,0,10,-10,-0.01953,0,,,-0.01953,,
espaco-222fe5__acc__w424__s1.png,espaço,espaco,espaco-222fe5,424,1,False,cedilha,abaixo,4,True,0,16,0.03137,0.00847,True,0,15,-15,-0.03067,0,,,-0.03067,,
preco-f110c7__acc__w424__s1.png,preço,preco,preco-f110c7,424,1,False,cedilha,abaixo,3,True,0,5,0.00661,0.00265,True,145,0,145,0.28942,145,,,0.28942,,
espacos-a321bd__acc__w424__s1.png,espaços,espacos,espacos-a321bd,424,1,False,cedilha,abaixo,4,True,0,17,0.04497,0.00891,True,0,54,-54,-0.12919,0,,,-0.12919,,
presenca-d6581f__acc__w424__s1.png,presença,presenca,presenca-d6581f,424,1,False,cedilha,abaixo,6,True,0,67,0.23024,0.0361,True,35,46,-11,-0.026,23,,,-0.026,,
pais-8b83c1__acc__w375__s1.png,país,pais,pais-8b83c1,375,1,False,agudo,acima,2,True,0,56,0.13861,0.07977,True,112,36,76,0.16889,0,,,0.16889,,
individuos-2e50a2__acc__w375__s1.png,indivíduos,individuos,individuos-2e50a2,375,1,False,agudo,acima,5,True,0,19,0.08597,0.01199,True,19,16,3,0.0124,0,,,0.0124,,
esta-2d1080__acc__w375__s1.png,está,esta,esta-2d1080,375,1,False,agudo,acima,3,True,0,254,0.53474,0.11525,True,229,221,8,0.0181,0,,,0.0181,,
filosofo-6185fc__acc__w375__s1.png,filósofo,filosofo,filosofo-6185fc,375,1,False,agudo,acima,3,True,0,27,0.07438,0.02143,True,85,63,22,0.1164,5,,,0.1164,,
vies-abb582__acc__w375__s1.png,viés,vies,vies-abb582,375,1,False,agudo,acima,2,True,0,54,0.06758,0.04655,True,54,72,-18,-0.02052,0,,,-0.02052,,
sera-615740__acc__w375__s1.png,será,sera,sera-615740,375,1,False,agudo,acima,3,True,0,9,0.00694,0.01148,True,9,14,-5,-0.00371,0,,,-0.00371,,
aqueles-f3aa73__acc__w375__s1.png,àqueles,aqueles,aqueles-f3aa73,375,1,False,grave,acima,0,True,0,70,0.33019,0.11364,True,70,68,2,0.00775,0,,,0.00775,,
aquele-305a09__acc__w375__s1.png,àquele,aquele,aquele-305a09,375,1,False,grave,acima,0,True,0,15,0.05703,0.02521,True,14,40,-26,-0.10442,0,,,-0.10442,,
aquela-5f0a77__acc__w375__s1.png,àquela,aquela,aquela-5f0a77,375,1,False,grave,acima,0,True,0,17,0.07692,0.02556,True,9,10,-1,-0.00444,0,,,-0.00444,,
aquelas-cda0ac__acc__w375__s1.png,àquelas,aquelas,aquelas-cda0ac,375,1,False,grave,acima,0,True,0,58,0.20789,0.1014,True,58,57,1,0.00358,0,,,0.00358,,
epoque-f59620__acc__w375__s1.png,èpoque,epoque,epoque-f59620,375,1,False,grave,acima,0,True,0,78,0.26351,0.1875,True,78,75,3,0.01103,0,,,0.01103,,
importancia-39f2c4__acc__w375__s1.png,importância,importancia,importancia-39f2c4,375,1,False,circunflexo,acima,6,True,0,105,0.42339,0.08974,True,105,46,59,0.21147,3,,,0.21147,,
negligencia-07e163__acc__w375__s1.png,negligência,negligencia,negligencia-07e163,375,1,False,circunflexo,acima,6,True,0,17,0.07981,0.0184,True,6,6,0,0.0,0,,,0.0,,
influencia-754992__acc__w375__s1.png,influência,influencia,influencia-754992,375,1,False,circunflexo,acima,5,True,0,11,0.0449,0.01007,True,13,22,-9,-0.03358,0,,,-0.03358,,
ineficiencia-65d1bb__acc__w375__s1.png,ineficiência,ineficiencia,ineficiencia-65d1bb,375,1,False,circunflexo,acima,7,True,0,47,0.20614,0.04246,True,54,30,24,0.08451,16,,,0.08451,,
porque-90c5f0__acc__w375__s1.png,porquê,porque,porque-90c5f0,375,1,False,circunflexo,acima,5,True,0,6,0.02113,0.01875,True,0,0,0,0.0,0,,,0.0,,
pode-9faff7__acc__w375__s1.png,pôde,pode,pode-9faff7,375,1,False,circunflexo,acima,1,True,0,21,0.06158,0.02019,True,21,32,-11,-0.02771,0,,,-0.02771,,
depressao-2d26ca__acc__w375__s1.png,depressão,depressao,depressao-2d26ca,375,1,False,til,acima,7,True,0,26,0.08935,0.02793,True,31,30,1,0.00351,0,,,0.00351,,
cidadaos-88079d__acc__w375__s1.png,cidadãos,cidadaos,cidadaos-88079d,375,1,False,til,acima,5,True,0,94,0.21029,0.04971,True,86,139,-53,-0.106,0,,,-0.106,,
questao-72d350__acc__w375__s1.png,questão,questao,questao-72d350,375,1,False,til,acima,5,True,0,70,0.24138,0.07,True,51,56,-5,-0.01222,0,,,-0.01222,,
exclusao-7a9dad__acc__w375__s1.png,exclusão,exclusao,exclusao-7a9dad,375,1,False,til,acima,6,True,0,18,0.03309,0.01125,True,34,31,3,0.00472,0,,,0.00472,,
regioes-ba061c__acc__w375__s1.png,regiões,regioes,regioes-ba061c,375,1,False,til,acima,4,True,0,3,0.01124,0.0062,True,3,4,-1,-0.00408,0,,,-0.00408,,
visao-ee76db__acc__w375__s1.png,visão,visao,visao-ee76db,375,1,False,til,acima,3,True,0,118,0.17101,0.0629,True,81,17,64,0.06471,13,,,0.06471,,
doencas-7ee44f__acc__w375__s1.png,doenças,doencas,doencas-7ee44f,375,1,False,cedilha,abaixo,4,True,0,4,0.01156,0.01724,True,0,0,0,0.0,0,,,0.0,,
doenca-0cc034__acc__w375__s1.png,doença,doenca,doenca-0cc034,375,1,False,cedilha,abaixo,4,True,0,18,0.03327,0.13433,True,76,0,76,0.15833,76,,,0.15833,,
espaco-222fe5__acc__w375__s1.png,espaço,espaco,espaco-222fe5,375,1,False,cedilha,abaixo,4,True,0,35,0.05922,0.01536,True,0,0,0,0.0,0,,,0.0,,
preco-f110c7__acc__w375__s1.png,preço,preco,preco-f110c7,375,1,False,cedilha,abaixo,3,True,0,22,0.03161,0.01109,True,115,38,77,0.16176,22,,,0.16176,,
espacos-a321bd__acc__w375__s1.png,espaços,espacos,espacos-a321bd,375,1,False,cedilha,abaixo,4,True,0,13,0.03291,0.00652,True,0,0,0,0.0,0,,,0.0,,
presenca-d6581f__acc__w375__s1.png,presença,presenca,presenca-d6581f,375,1,False,cedilha,abaixo,6,True,0,50,0.11261,0.02441,True,15,10,5,0.01269,4,,,0.01269,,
pais-8b83c1__acc__w174__s2.png,país,pais,pais-8b83c1,174,2,False,agudo,acima,2,True,0,33,0.06947,0.05323,True,104,29,75,0.18072,0,,,0.18072,,
individuos-2e50a2__acc__w174__s2.png,indivíduos,individuos,individuos-2e50a2,174,2,False,agudo,acima,5,True,0,22,0.08365,0.01321,True,22,29,-7,-0.02333,0,,,-0.02333,,
esta-2d1080__acc__w174__s2.png,está,esta,esta-2d1080,174,2,False,agudo,acima,3,True,0,201,0.35893,0.10255,True,201,198,3,0.00509,0,,,0.00509,,
filosofo-6185fc__acc__w174__s2.png,filósofo,filosofo,filosofo-6185fc,174,2,False,agudo,acima,3,True,0,86,0.48588,0.06061,True,36,36,0,0.0,6,,,0.0,,
vies-abb582__acc__w174__s2.png,viés,vies,vies-abb582,174,2,False,agudo,acima,2,True,0,25,0.03541,0.0223,True,25,16,9,0.0136,14,,,0.0136,,
sera-615740__acc__w174__s2.png,será,sera,sera-615740,174,2,False,agudo,acima,3,True,0,4,0.00378,0.00353,True,78,90,-12,-0.01167,0,,,-0.01167,,
aqueles-f3aa73__acc__w174__s2.png,àqueles,aqueles,aqueles-f3aa73,174,2,False,grave,acima,0,True,0,33,0.125,0.04688,True,33,33,0,0.0,1,,,0.0,,
aquele-305a09__acc__w174__s2.png,àquele,aquele,aquele-305a09,174,2,False,grave,acima,0,True,0,15,0.06383,0.02679,True,15,15,0,0.0,0,,,0.0,,
aquela-5f0a77__acc__w174__s2.png,àquela,aquela,aquela-5f0a77,174,2,False,grave,acima,0,True,0,7,0.035,0.0098,True,7,8,-1,-0.00515,0,,,-0.00515,,
aquelas-cda0ac__acc__w174__s2.png,àquelas,aquelas,aquelas-cda0ac,174,2,False,grave,acima,0,True,0,25,0.11013,0.03788,True,25,25,0,0.0,0,,,0.0,,
epoque-f59620__acc__w174__s2.png,èpoque,epoque,epoque-f59620,174,2,False,grave,acima,0,True,0,69,0.2233,0.15972,True,69,65,4,0.0127,0,,,0.0127,,
importancia-39f2c4__acc__w174__s2.png,importância,importancia,importancia-39f2c4,174,2,False,circunflexo,acima,6,True,0,70,0.30435,0.06261,True,71,79,-8,-0.0293,0,,,-0.0293,,
negligencia-07e163__acc__w174__s2.png,negligência,negligencia,negligencia-07e163,174,2,False,circunflexo,acima,6,True,0,1,0.00469,0.00111,True,0,0,0,0.0,0,,,0.0,,
influencia-754992__acc__w174__s2.png,influência,influencia,influencia-754992,174,2,False,circunflexo,acima,5,True,0,12,0.04225,0.00912,True,4,39,-35,-0.11254,0,,,-0.11254,,
ineficiencia-65d1bb__acc__w174__s2.png,ineficiência,ineficiencia,ineficiencia-65d1bb,174,2,False,circunflexo,acima,7,True,0,45,0.18145,0.03785,True,45,64,-19,-0.06552,0,,,-0.06552,,
porque-90c5f0__acc__w174__s2.png,porquê,porque,porque-90c5f0,174,2,False,circunflexo,acima,5,True,0,0,0.0,0.0,True,0,0,0,0.0,0,,,0.0,,
pode-9faff7__acc__w174__s2.png,pôde,pode,pode-9faff7,174,2,False,circunflexo,acima,1,True,0,32,0.0884,0.03119,True,24,15,9,0.02639,4,,,0.02639,,
depressao-2d26ca__acc__w174__s2.png,depressão,depressao,depressao-2d26ca,174,2,False,til,acima,7,True,0,41,0.21925,0.04184,True,53,60,-7,-0.02326,9,,,-0.02326,,
cidadaos-88079d__acc__w174__s2.png,cidadãos,cidadaos,cidadaos-88079d,174,2,False,til,acima,5,True,0,110,0.19366,0.05817,True,94,158,-64,-0.08852,0,,,-0.08852,,
questao-72d350__acc__w174__s2.png,questão,questao,questao-72d350,174,2,False,til,acima,5,True,0,60,0.2439,0.07353,True,45,56,-11,-0.03254,0,,,-0.03254,,
exclusao-7a9dad__acc__w174__s2.png,exclusão,exclusao,exclusao-7a9dad,174,2,False,til,acima,6,True,0,50,0.08696,0.02688,True,41,123,-82,-0.16174,0,,,-0.16174,,
regioes-ba061c__acc__w174__s2.png,regiões,regioes,regioes-ba061c,174,2,False,til,acima,4,True,0,10,0.03817,0.01709,True,7,8,-1,-0.00513,0,,,-0.00513,,
visao-ee76db__acc__w174__s2.png,visão,visao,visao-ee76db,174,2,False,til,acima,3,True,0,183,0.29233,0.0688,True,137,100,37,0.04947,8,,,0.04947,,
doencas-7ee44f__acc__w174__s2.png,doenças,doencas,doencas-7ee44f,174,2,False,cedilha,abaixo,4,True,0,1,0.00231,0.00424,True,1,4,-3,-0.00595,0,,,-0.00595,,
doenca-0cc034__acc__w174__s2.png,doença,doenca,doenca-0cc034,174,2,False,cedilha,abaixo,4,True,0,12,0.02218,0.03478,True,11,33,-22,-0.04966,0,,,-0.04966,,
espaco-222fe5__acc__w174__s2.png,espaço,espaco,espaco-222fe5,174,2,False,cedilha,abaixo,4,True,0,0,0.0,0.0,True,0,36,-36,-0.07258,0,,,-0.07258,,
preco-f110c7__acc__w174__s2.png,preço,preco,preco-f110c7,174,2,False,cedilha,abaixo,3,True,0,25,0.03521,0.01222,True,6,10,-4,-0.00704,0,,,-0.00704,,
espacos-a321bd__acc__w174__s2.png,espaços,espacos,espacos-a321bd,174,2,False,cedilha,abaixo,4,True,0,7,0.02053,0.00381,True,0,10,-10,-0.01757,0,,,-0.01757,,
presenca-d6581f__acc__w174__s2.png,presença,presenca,presenca-d6581f,174,2,False,cedilha,abaixo,6,True,0,78,0.17489,0.03641,True,45,14,31,0.06392,41,,,0.06392,,
pais-8b83c1__acc__w32__s2.png,país,pais,pais-8b83c1,32,2,False,agudo,acima,2,True,0,83,0.21392,0.1044,True,191,141,50,0.13514,0,,,0.13514,,
individuos-2e50a2__acc__w32__s2.png,indivíduos,individuos,individuos-2e50a2,32,2,False,agudo,acima,5,True,0,6,0.02765,0.00371,True,17,9,8,0.03252,0,,,0.03252,,
esta-2d1080__acc__w32__s2.png,está,esta,esta-2d1080,32,2,False,agudo,acima,3,True,0,222,0.35294,0.1166,True,222,196,26,0.04384,0,,,0.04384,,
filosofo-6185fc__acc__w32__s2.png,filósofo,filosofo,filosofo-6185fc,32,2,False,agudo,acima,3,True,0,75,0.25168,0.0641,True,80,74,6,0.01881,4,,,0.01881,,
vies-abb582__acc__w32__s2.png,viés,vies,vies-abb582,32,2,False,agudo,acima,2,True,0,72,0.07539,0.06557,True,94,136,-42,-0.04585,0,,,-0.04585,,
sera-615740__acc__w32__s2.png,será,sera,sera-615740,32,2,False,agudo,acima,3,True,0,0,0.0,0.0,True,0,0,0,0.0,0,,,0.0,,
aqueles-f3aa73__acc__w32__s2.png,àqueles,aqueles,aqueles-f3aa73,32,2,False,grave,acima,0,True,0,32,0.12167,0.04969,True,32,44,-12,-0.04959,0,,,-0.04959,,
aquele-305a09__acc__w32__s2.png,àquele,aquele,aquele-305a09,32,2,False,grave,acima,0,True,0,47,0.21364,0.0601,True,40,42,-2,-0.00823,0,,,-0.00823,,
aquela-5f0a77__acc__w32__s2.png,àquela,aquela,aquela-5f0a77,32,2,False,grave,acima,0,True,0,49,0.2,0.06266,True,48,55,-7,-0.02917,0,,,-0.02917,,
aquelas-cda0ac__acc__w32__s2.png,àquelas,aquelas,aquelas-cda0ac,32,2,False,grave,acima,0,True,0,60,0.15544,0.09917,True,60,87,-27,-0.07219,0,,,-0.07219,,
epoque-f59620__acc__w32__s2.png,èpoque,epoque,epoque-f59620,32,2,False,grave,acima,0,True,0,64,0.13361,0.15496,True,32,42,-10,-0.01761,0,,,-0.01761,,
importancia-39f2c4__acc__w32__s2.png,importância,importancia,importancia-39f2c4,32,2,False,circunflexo,acima,6,True,0,76,0.30769,0.06756,True,93,87,6,0.02174,0,,,0.02174,,
negligencia-07e163__acc__w32__s2.png,negligência,negligencia,negligencia-07e163,32,2,False,circunflexo,acima,6,True,0,1,0.00498,0.00114,True,1,11,-10,-0.04016,0,,,-0.04016,,
influencia-754992__acc__w32__s2.png,influência,influencia,influencia-754992,32,2,False,circunflexo,acima,5,True,0,9,0.02752,0.00725,True,9,12,-3,-0.00949,0,,,-0.00949,,
ineficiencia-65d1bb__acc__w32__s2.png,ineficiência,ineficiencia,ineficiencia-65d1bb,32,2,False,circunflexo,acima,7,True,0,36,0.13091,0.03377,True,42,18,24,0.08163,14,,,0.08163,,
porque-90c5f0__acc__w32__s2.png,porquê,porque,porque-90c5f0,32,2,False,circunflexo,acima,5,True,0,71,0.22468,0.15139,True,50,36,14,0.03636,3,,,0.03636,,
pode-9faff7__acc__w32__s2.png,pôde,pode,pode-9faff7,32,2,False,circunflexo,acima,1,True,0,51,0.16832,0.04293,True,100,96,4,0.01556,8,,,0.01556,,
depressao-2d26ca__acc__w32__s2.png,depressão,depressao,depressao-2d26ca,32,2,False,til,acima,7,True,0,3,0.00915,0.00339,True,17,17,0,0.0,5,,,0.0,,
cidadaos-88079d__acc__w32__s2.png,cidadãos,cidadaos,cidadaos-88079d,32,2,False,til,acima,5,True,0,81,0.10672,0.04579,True,76,158,-82,-0.11681,0,,,-0.11681,,
questao-72d350__acc__w32__s2.png,questão,questao,questao-72d350,32,2,False,til,acima,5,True,0,80,0.32,0.08163,True,57,67,-10,-0.02618,0,,,-0.02618,,
exclusao-7a9dad__acc__w32__s2.png,exclusão,exclusao,exclusao-7a9dad,32,2,False,til,acima,6,True,0,17,0.03307,0.01032,True,9,21,-12,-0.01824,0,,,-0.01824,,
regioes-ba061c__acc__w32__s2.png,regiões,regioes,regioes-ba061c,32,2,False,til,acima,4,True,0,12,0.04858,0.02273,True,12,8,4,0.01375,0,,,0.01375,,
visao-ee76db__acc__w32__s2.png,visão,visao,visao-ee76db,32,2,False,til,acima,3,True,0,3,0.00563,0.00151,True,1,20,-19,-0.01182,0,,,-0.01182,,
doencas-7ee44f__acc__w32__s2.png,doenças,doencas,doencas-7ee44f,32,2,False,cedilha,abaixo,4,True,0,1,0.0019,0.00278,True,0,5,-5,-0.00954,0,,,-0.00954,,
doenca-0cc034__acc__w32__s2.png,doença,doenca,doenca-0cc034,32,2,False,cedilha,abaixo,4,True,0,0,0.0,0.0,True,7,9,-2,-0.00418,3,,,-0.00418,,
espaco-222fe5__acc__w32__s2.png,espaço,espaco,espaco-222fe5,32,2,False,cedilha,abaixo,4,True,0,9,0.01679,0.00476,True,0,0,0,0.0,0,,,0.0,,
preco-f110c7__acc__w32__s2.png,preço,preco,preco-f110c7,32,2,False,cedilha,abaixo,3,True,0,8,0.01024,0.00431,True,188,71,117,0.21119,0,,,0.21119,,
espacos-a321bd__acc__w32__s2.png,espaços,espacos,espacos-a321bd,32,2,False,cedilha,abaixo,4,True,0,11,0.0288,0.00593,True,0,23,-23,-0.04832,0,,,-0.04832,,
presenca-d6581f__acc__w32__s2.png,presença,presenca,presenca-d6581f,32,2,False,cedilha,abaixo,6,True,0,19,0.05491,0.0099,True,8,33,-25,-0.05981,0,,,-0.05981,,
pais-8b83c1__acc__w424__s2.png,país,pais,pais-8b83c1,424,2,False,agudo,acima,2,True,0,83,0.22432,0.09881,True,75,25,50,0.2,0,,,0.2,,
individuos-2e50a2__acc__w424__s2.png,indivíduos,individuos,individuos-2e50a2,424,2,False,agudo,acima,5,True,0,0,0.0,0.0,True,0,3,-3,-0.0137,0,,,-0.0137,,
esta-2d1080__acc__w424__s2.png,está,esta,esta-2d1080,424,2,False,agudo,acima,3,True,0,216,0.4586,0.10425,True,229,217,12,0.02685,0,,,0.02685,,
filosofo-6185fc__acc__w424__s2.png,filósofo,filosofo,filosofo-6185fc,424,2,False,agudo,acima,3,True,0,84,0.43979,0.06563,True,97,81,16,0.07692,7,,,0.07692,,
vies-abb582__acc__w424__s2.png,viés,vies,vies-abb582,424,2,False,agudo,acima,2,True,0,35,0.0365,0.02732,True,181,120,61,0.08016,2,,,0.08016,,
